,HoldingCompanyName,HocoNum
1451,Professional Value Internet Service Inc,300120
1452,"Orlando Telephone Company, Inc.",130988
1453,Twin Lakes Telephone Cooperative Corporation,131384
1454,"Missouri Telecom, Inc.",240060
1455,"Delta Telecom, Inc.",190118
1456,"Home Town Cable TV, LLC",180032
1457,"Blip Networks, LLC",200006
1458,"Velociter Wireless, Inc.",131421
1459,Kentucky Wimax,260025
1460,Nucla-Naturita Telephone Company,130962
1461,AirFiber,290006
1462,"Ranch Wireless, Inc.",190309
1463,"Gower Computer Support, Inc.",280027
1464,Sjoberg's Inc.,131197
1465,Crystal Broadband Networks,220078
1466,Valu-Net LLC,280074
1467,"Anne Arundel Broadband, LLC",270001
1468,Benton Cooperative Telephone Company,130115
1469,Nova Telephone Company,130956
1470,Delhi Telephone Company,130399
1471,"Piedmont Rural Telephone Cooperative, Inc.",131036
1472,"Cox Communications, Inc.",130360
1473,The Computer Works,270090
1474,Broadband Corp.,130161
1475,"Consolidated Communications, Inc.",130335
1476,"Rural Waves, LLC",131142
1477,Sharon Telephone Company (IA),131612
1478,"Springville Cooperative Telephone Association, Inc.",131243
1479,Rural Broadband Network Services LLC,290087
1480,"Chequamegon Communications Cooperative, Inc.",130239
1481,Copper Valley Telephone Cooperative,130349
1482,"SAA bright.net, Inc.",190320
1483,Granby Telephone Company,130558
1484,"Smithville Holding Company, Inc.",131108
1485,"Pulaski White Rural Telephone Coop., Inc.",131078
1486,Allo Communications LLC,190504
1487,Comcast Corporation,130317
1488,"Smith Bagley, Inc.",131208
1489,"Leaco Rural Telephone Cooperative, Inc.",130728
1490,"Nemont Telephone Cooperative, Inc.",130890
1491,Jaguar Communications,190207
1492,Cooperative Telephone Company,130346
1493,The Junction Internet LLC,290106
1494,"Minerva Valley Telephone Company, Inc.",130846
1495,Runestone Telephone Association,131139
1496,"Citizens Telephone Company, Inc. (GA)",130265
1497,"Chibardun Telephone Cooperative, Inc.",130244
1498,Emery Telcom,130453
1499,"Henry County Communications, Inc.",130604
1500,"Royell Communications, Inc.",140078
1501,"American Samoa Telecom, LLC",170012
1502,Wintek Corporation,210087
1503,"Rapid Systems, Inc.",180048
1504,Odessa Office Equipment,130968
1505,City of Bagley,300015
1506,"Hawaiian Telcom Communications, Inc.",130595
1507,NTInet Inc.,220046
1508,Mammoth Networks,300171
1509,"Bulloch County Rural Telephone Cooperative, Inc.",130176
1510,Roberts County Telephone Cooperative Association,131122
1511,Seimitsu Corporation,220066
1512,Grand Telephone Company,130561
1513,"Eaglenet, Inc.",190438
1514,LAT Inc.,140055
1515,Fire2Wire,200020
1516,"Tim Ron Enterprises, LLC",190370
1517,City of Scottsburg,130279
1518,Coosa Cable Company/Cable Vision Services,130348
1519,Southern Kansas Telephone Company,131230
1520,City of Ketchikan,130275
1521,Halstad Telephone Company,130583
1522,McMinnville Access Company,200027
1523,"KALTELCO, Inc.",130683
1524,HCI Telcom Inc.,230018
1525,JC Mickelson Inc.,140050
1526,Nelsonville TV Cable,240065
1527,Manti Telephone Company,130778
1528,"JAB Wireless, Inc.",140048
1529,Innovative Financial Technologies LLC,290053
1530,"Info-Ed, Inc.",130647
1531,Electric Power Board,190134
1532,"Pembroke Telephone Company, Inc.",131023
1533,Day Management Corporation,130206
1534,"Computer Dynamics of NW Illinois, LLC",190103
1535,"ImOn Communications, LLC",160160
1536,Mosier WiNet LLC,300093
1537,Skylink Wireless Internet LLC,280054
1538,Speed of Light Broadband,220061
1539,iLOKA Inc.,190192
1540,Time Warner Cable Inc.,131352
1541,"Grafton Communications, Inc.",130557
1542,Wabash Mutual Telephone,131444
1543,Charter Communications,130235
1544,Molalla Communications Company,130850
1545,"Zero Error Networks, LLC",250092
1546,"XL Broadband, Inc.",300175
1547,"Eastern Oregon Net, Inc.",190130
1548,"BPM, Inc.?",130148
1549,WVVA.net Inc.,260062
1550,"Eastern Oregon Telecom, LLC",220079
1551,"CommunityTel, Inc.",131129
1552,Borealis Broadband Inc,300020
1553,"Air Advantage, LLC",130019
1554,WLanJV Inc.,310084
1555,"Eagle Telephone Systems, Inc.",130431
1556,"Platinum Equity, LLC",130418
1557,"Oki Communications, LLC",190433
1558,"Gargoyle Technologies, Inc.",130528
1559,"En-Touch Systems, Inc.",130459
1560,Puerto Rico Cable Acquisition Company Inc.,150303
1561,"Liberty Global, Inc.",130741
1562,"Hargray Communications Group, Inc.",130589
1563,"XO Holdings, Inc.",131513
1564,"Golden Wheat, Inc.",130551
1565,"InterBel Telephone Cooperative, Inc.",130657
1566,Cherokee Broadband Enterprise,290024
1567,"Vivint Wireless, Inc.",310001
1568,"360 Communications, LLC",250003
1569,Midvale Telephone Exchange,130831
1570,"FreedomNet Solutions, LLC",270044
1571,"VisiCom Group, Inc.",310096
1572,"NOW Wireless, LLC",220045
1573,Emily Cooperative Telephone Company,130454
1574,"Urban Communications, Inc.",250081
1575,Illinois Electric Cooeprative,320053
1576,Fayetteville Public Utilities,130491
1577,"Dixie-Net, Inc.",170040
1578,"Scott County Telephone Company, LLC",131169
1579,Easton Utilities Commission,190131
1580,"Horry Telephone Cooperative, Inc.",130620
1581,"Texas Communications, Inc.",131325
1582,Blanca Telephone Company,130133
1583,"Bright House Networks, LLC",130159
1584,Gtek Communications,310040
1585,Rowe Wireless Networks LLC,290086
1586,Xchange Telecom Corp.,210101
1587,"Cascade Utilities, Inc.",130206
1588,Bristol Tennessee Essential Services,160108
1589,Celerity Networks LLC,290023
1590,Farmers Independent Telephone Company,130476
1591,BreezeAir Networks LLC,220007
1592,"New Ulm Telecom, Inc.",130906
1593,LightSpeed Communications,310095
1594,"Broadband VI, LLC",190062
1595,Country Connections LLC,210023
1596,IguanaNet L.L.C.,300067
1597,NTUA/ATNI,130081
1598,Chelan County PUD,140020
1599,"Lakeway Publishers, Inc.",260026
1600,"SkyFrequency, Inc.",260046
1601,"Country Cable, LLC",240027
1602,America Movil,170001
1603,Directlink LLC,270033
1604,Coon Rapids Municipal Utilities,190108
1605,Cyber Mesa,190506
1606,"Lakeland Communications, Inc.",130714
1607,SBT Internet Incorporated,320080
1608,Comspan Communications,190104
1609,"QxC Communications, Inc.",290080
1610,Back 40 Wireless LLC,310010
1611,Maxwire Inc.,270061
1612,Qrowireless of idaho inc,300179
1613,"Controvision, Inc.",130079
1614,MADCO Holding Company,130768
1615,Dickey Rural Telephone Cooperative,130405
1616,Vergennes Broadband LLC,260059
1617,"Reserve Holdings, Inc.",131103
1618,Concept Communication Corp.,260010
1619,Laurens Municipal Broadband Communications Utility,130724
1620,"Thacker-Grigsby Telephone Company, Inc.",131328
1621,Craw-Kan,130364
1622,WiValley,310083
1623,"West Wisconsin Telcom Cooperative, Inc.",131467
1624,AM3 Holding Corp.,190008
1625,Maple River Grain & Agronomy LLC,310050
1626,Park Region Mutual Telephone Company,131009
1627,"Chesnee Telephone Company, Inc.",130241
1628,Mercury Network Corporation,140063
1629,Reinbeck Municipal Telecommunications Utility,240081
1630,Leader Communications LLC,290062
1631,"San Juan Cable, Inc.",280052
1632,"Cutter Communications, Inc.",130380
1633,Ripley Video Cable Company,150309
1634,"Newmax, LLC",170071
1635,"IPacket Networks, LLC",190204
1636,Baraga Telephone Company,130095
1637,"Web Fire Communications, Inc.",180064
1638,"Utel, Inc.",131406
1639,Shelby Broadband,210069
1640,Cross Telephone Company LLC,130366
1641,Axxis Communications/Gorge Networks,130086
1642,Lemonweir Valley Telephone Company,130733
1643,Smithville Systems,310064
1644,Cochrane Cooperative Telephone Company,130305
1645,Delta Communications,130401
1646,Wasp Wireless,190399
1647,Pixius Communications LLC,131048
1648,"Mescalero Apache Telecom, Inc.",130810
1649,Amaranthine Technology,250012
1650,Rural Telephone Service/Golden Belt,131141
1651,Montana Internet,240109
1652,"Vic Innovations, Inc.",310097
1653,Wittenberg Telephone Company,130919
1654,Preston Telephone Company,131071
1655,"Hilliary Communications, LLC",190233
1656,Carnegie Telephone Company,130201
1657,New Hope Telephone Cooperative (VA),130901
1658,Dumont Telephone Company,130419
1659,Chazy & Westport Telephone,130238
1660,"Bijou Telephone Co-Op Association, Inc.",130126
1661,La Jicarita Rural Telephone Cooperative,130708
1662,Lynch Interactive Corporation,300190
1663,"Wabash Telephone Cooperative, Inc.",131445
1664,Reservation Telephone Cooperative,131102
1665,"JED Enterprises, Inc.",130674
1666,Midcontinent Communications,130821
1667,"Grayson CableRocket, LLC",240042
1668,"Hiawatha Communications, Inc.",130607
1669,Cascades Computing,310017
1670,"Park TV & Electronics, Inc.",200070
1671,Mabel Cooperative Telephone Company,130767
1672,Harmony Telephone Company,130590
1673,"Larson Utilities, Inc.",130718
1674,Digital Example LLC,280018
1675,Mid Century Telephone Co-operative,130819
1676,Ellington Telephone Company,130449
1677,Speedwavz LLP,300196
1678,Breda Telephone Corp.,130154
1679,"Fort Mojave Telecommunications, Inc.",130509
1680,"@Link Services, LLC",290004
1681,"Cybernet1, Inc.",260015
1682,"Nushagak Electric & Telephone Cooperative, Inc.",130964
1683,Douglas Electric Cooperative Inc.,190126
1684,Birch Communications Inc.,130127
1685,Pioneer Telephone Cooperative (OK),131045
1686,OKPUD,300112
1687,Russellville Electric Plant Board,150312
1688,Charles W. Ergen,130627
1689,US Sonet LLC,150331
1690,"Coon Valley Cooperative Telephone Association, Inc.",130344
1691,"Amery Telcom, Inc.",130057
1692,"Bruce Telephone Company, Inc.",130170
1693,"Matanuska Telephone Association, Inc.",130791
1694,Frontier Communications Corporation,130258
1695,"Computer 5, Inc.",130329
1696,Sierra Tel Communications Group,131186
1697,"General Communication, Inc.",130534
1698,Safelink Internet,320127
1699,Brandenburg Cellular Corporation,130146
1700,Grand River Mutual Telephone Corporation,130560
1701,Mid-Hudson Cablevision,240058
1702,Cozad Telephone Company,130361
1703,"CenturyLink, Inc.",130228
1704,"Gorham Communications, Inc.",130555
1705,Mediacom Communications Corp.,130804
1706,"Etheric Networks, Inc.",290046
1707,"Neighborhood Networks, Inc",330091
1708,"Apps Communications, Inc.",360101
1709,Unggoy Broadband LLC,300162
1710,"Good Connections, LLC",320129
1711,Pueblo of Laguna,360123
1712,Union Holding Corp.,360114
9,iWiSP LLC,320057
25,"Declaration Networks Group, Inc.",320112
29,"Visionary Communications, Inc.",300171
30,Chazy & Westport Telephone Corp.,130238
45,"Moultrie MultiCorp, Inc.",131180
46,CTS Telecommunications Corporation,130299
50,Wilkes Telephone Membership Corporation,131486
62,"SPECTRACOMM, INC",130070
69,"Fool Creek Wireless, LLC",330029
74,Cyber Broadcasting LLC,330090
90,RS Fiber Cooperative,330064
104,Cormier Holdings LLC,320030
124,Remotely Located,330063
152,PGTelco,130386
153,Illinois Electric Cooperative,320053
162,"Country Wireless, LLC",320031
182,DataBit Solutions Corporation,300045
191,"LaHarpe Telephone Company, Inc.",330086
193,SkyHi Corp.,320081
195,"Bitcom, LLC",290017
212,Visual Link Internet LLC,310081
234,City of Cartersville,180011
252,Community Communications Company,300184
266,Myakka Technologies,130880
284,MM&G Enterprises LLC,300059
297,"Internet Services, LLC",320055
300,SkyNet Communications of Kentucky LLC,320082
311,"B&B Communications, Ltd.",320013
318,Byte Networking LLC,330010
321,Danville Mutual Telephone Company,130390
345,"Total Radio Service, Inc.",320094
348,ConnectTo Communications Inc.,190107
351,Service Electric Television Inc.,330002
372,Lake Region Technology & Communications LLC,290061
378,"Cityless Internet Services, LLC",320022
405,Howard LLC,190289
409,Packet Layer,330092
416,"Metronet Holdings, LLC",131081
417,Spark Fiber LLC,330073
419,CoquiTel LLC,310029
430,"Westel, LLC",320111
450,"Echo Wireless Broadband, Inc.",320037
451,"ANTS-Technology, Inc.",330006
462,WiValley Inc.,310083
470,Windstream Services LLC,131413
474,"TLB, Inc.",131214
476,"AlasConnect, LLC",190019
479,"Precision Technology, Inc.",300037
491,"SS Ventures, Inc.",300138
503,Midstate Telephone Company,130827
504,"Northwest Missouri Holdings, Inc.",330001
524,Razer Wireless Inc.,300123
536,"Peak WiFi, LLC",300117
540,Wahkiakum West Inc.,131475
547,Nez Perce Tribe,330054
552,Aristotle Inc.,270012
564,Whitestone Community Association,330083
595,Citizens-Vermont Acquisition Co.,130269
612,Fundamental Holdings Corp,330032
649,"Horizon Telcom, Inc.",130619
651,United Communications Holdings LLC,131396
660,"Telegia Communications, Inc.",320124
662,Gallatin County Fiscal Court,300146
670,SyncWave LLC,330074
680,Hilltown Networks,320050
693,PennWisp LLC,320074
694,"Surf Communications, Inc.",300185
705,Sooner Wireless LLC,320086
721,Sho-Me Power Electric Cooperative,330067
741,Paladin Wireless LLC,330057
744,Door County Broadband LLC,300047
746,Randolph Telephone,131089
750,"Wisper II, LLC",280067
764,"AGPRO WIRELESS, LLC",250007
779,Capshaw Enterprises,250025
784,Fort Code Inc.,320042
790,"Hawaii Dialogix Telecom, LLC",320116
797,"Helmsco, Inc.",310042
802,Racc Enterprises LLC,300122
806,"Comspan Communications, Inc.",190104
815,AlignTec Incorporated,290008
816,Gearheart Communications,130655
822,Jade Communications LLC,130133
826,"Spring City Cable TV, Inc.",320126
833,"AMA Communications, L.L.C.",131226
840,Dialog Telecommunications Inc,131226
848,Backroads Broadband,320014
857,"Stowe Communications, LLC",240090
886,"Pasty.net, Inc.",300116
888,"AIRFIBER WISP, LLC",330004
890,DTC Holding Company,150250
892,Ayrshire Farmers Mutual Telephone Company,130953
893,Kelly Supply Company,330042
912,"Jo-Carroll Energy, Inc.",300074
915,"Southern Ohio Communication Services, Inc.",190335
936,Rural Telephone Service Co Inc dba Nex-Tech,131141
951,"Siskiyou Communications, Inc.",131195
959,"Shawnee Communications, Inc.",131180
966,"Last Mile Wireless, LLC",320059
971,Citizens Vermont Acquisition Co.,130269
979,The Laffoon Corporation,320093
1009,Ptera Inc.,310058
1017,Wilderness Wireless,320105
1019,"Valleynet, Inc.",320100
1026,"Texas CellNet, Inc.",300159
1028,WideRange Broadband,280066
1038,"Town of Concord, Massachusetts",310092
1042,Cypress Break,131169
1044,"Beamspeed, LLC",130103
1045,"ICTC Group, Inc.",300190
1047,Alteva Inc.,130795
1055,SCS Broadband,230044
1058,Portative Technologies,290079
1066,"Stephouse Holdings Company, LLC",320087
1069,"Greenlight Networks, LLC",320047
1073,"Horizon Communications, Inc.",131190
1086,"SeaKay, Inc.",330066
1096,"Siuslaw Broadband, LLC",300144
1098,"Prestige Broadband, LLC",310056
1102,"Network Computers, LLC",300105
1105,Northwoods Communication Technologies,320120
1112,"CTI Networks, Inc.",300027
1115,"CCAonline, Inc.",300026
1118,"Broadtech, Inc.",300183
1129,"TISD, Inc.",320114
1130,"Pivotal Global Capacity, LLC",320121
1131,"Geneva Broadband, LLC",330034
1137,N/A,330059
1140,Catapulsion Broadband,320019
1148,Liberty Cablevision of Puerto Rico LLC,130741
1149,E-TEL,190142
1152,Local Internet Service Company,300083
1156,"Q Wireless, LLC",131081
1157,"High Mountain Farm, LLC",320049
1158,Acquisitions Cogeco Cable Holdings II Inc,280001
1159,"HPAZ.net, LLC",320051
1168,"Fibervision, LLC",320040
1169,New Wave Net Corp.,320066
1173,"Bethune Company, LLC",320016
1174,"M-22 Internet Project, LLC",290066
1180,Ruhl Moore Technologies,300205
1186,Xoom Link LLC,330085
1200,"Ethoplex, LLC",330024
1202,"Wallowa Valley Networks, LLC",330081
1206,Brown Dog Networks LLC,320018
1214,"OneTone Telecom, Inc.",180039
1224,"Tennessee Wireless, LLC",320092
1227,Lola Wireless Communications And Consulting Inc.,330046
1231,"Lightspeed Communications, LLC/Stratos Networks, LLC",310095
1232,QRO Wireless of Idaho Inc.,300179
1234,"Slane Telcom, LLC",270075
1244,Total Solution Guys Inc.,320095
1247,"Central Communications & Electronics, Inc.",320020
1252,Plumas-Sierra Rural Electric Cooperative,160141
1260,"Jagwire Enterprises, Inc.",220032
1261,"Stratosnet Technologies, Inc.",320088
1262,"Critical Hub Networks, Inc.",300042
1268,Redbird Internet Services,300124
1273,Zulu Internet Inc.,310088
1276,"dishNET Holding, L.L.C.",130627
1278,"Missouri Telecom, Inc",240060
1284,BancCentral Financial Services Corp.,280009
1297,City of Monticello,300031
1305,Red Shift Internet Services,330003
1306,CynergyComm.net,330020
1311,"St. John Telephone, Inc.",131247
1314,"Tectobiz, LLC",330078
1323,"Unified Communications, Inc.",300164
1335,Westfield Gas and Electric,190405
1337,same as above,310094
1340,BlountBroadband LLC,250020
1344,"CoomZoom Communications, LLC",320028
1345,"SBT Internet, Inc.",320080
1346,Bridger Valley Electric Association Inc.,300182
1352,Xtream Internet LLC,310085
1360,Professional Value Internet Services Inc.,300120
1363,Wireless Internet Solutions Experts LLC,330084
1374,Iron River Cooperative TV Antenna Corp,310045
1378,The T1 Company LLC,180057
1380,"Nedernet, Inc.",330052
1386,"Race Telecommunications, Inc.",330062
1394,Skynet Communications Inc.,330070
1406,Mission Valley Communications,300092
1408,"Balatize Broadband Services, LLC",290127
1413,Kellin Communications,300078
1415,Brooklyn Fiber,320017
1419,"Athena Broadband, G.P.",300011
1420,Miles Cooperative Telephone Association,130837
1427,"BelWave Communications, Inc.",300017
1428,"American Wireless, Inc. (UT)",240004
1433,"American Wireless, Inc. (MO)",330005
1434,Futurum Communications Corp.,190166
1435,DirectLink LLC,270033
1438,"Flashpoint ISP, Inc.",320115
1439,"Computer Connections of WI, Inc.",320025
1441,"Smoky Valley Internet, LLC",330072
1443,"Anvil Communications, Inc.",300010
1444,"Skyweb Networks, INC",330071
1463,Mid-Hudson Data,240058
1474,Tekfinity,330076
1479,"Strickland Communications, Inc.",130151
1484,Okanogan County PUD No. 1,300112
1487,Mojavewifi.com LLC,320062
1491,FTX Networks LLC,300056
1494,"New River Valley Unwired, LLC",320065
1502,Small Business Solutions Group L.L.C.,320084
1506,Borealis Broadband Inc.,300020
1509,WaveLinc Communications LLC,310082
1511,SMS LLC,300137
1515,BM Service Corp.,320125
1518,Roadrunner Communications Inc.,330088
1527,"Farmers Telecommunications Cooperative, Inc.",260000
1529,IguanaNet LLC,300067
1530,T G Ferguson Company,320090
1536,"LocaLoop, Inc.",330045
1538,"KCL Enterprises, LLC",130956
1548,Go Bee Wireless LLC,330035
1559,"Celito Communications, Inc.",260005
1561,Colonial Telephone Company,130148
1570,SDWISP,300136
1572,Windstream Servies LLC,131413
1577,MountainMesh,300095
1579,"Oregon Online, LLC",320073
1580,Tabco Services,320091
1581,Tristate Internet,320096
1583,"Legacy ISP, LLC",330044
1588,NETEO Inc.,330053
1589,1949,220012
1590,"Northern Indiana Technologies, Inc.",240070
1593,"VNC Enterprises, LLC",130956
1597,Giggle Fiber LLC,320045
1608,Island Network LLC,320056
1613,"State Telephone Company, Inc.",131257
1616,"Hunt Telecommunications, LLC",320052
1618,Northern Community Investment Corporation,320068
1624,"Telecomunicaciones de Puerto Rico, Inc.",170001
1626,"Washington Broadband, Inc.",330082
1633,Eastlight L.C.,300101
1634,"IP Global, LLC",280031
1635,US Sonet LLC,330089
1636,Wireless Internet Corporation,300172
1643,"Sonic Spectrum, Inc",270076
1644,"Steelville Telephone Exchange, Inc.",131260
1649,Ayacht Technology Solutions,330008
1656,"AP TeleGuam Holdings, Inc.",131309
1662,"New Era Broadband, LLC",320113
1663,"Hot Spot Broadband, Inc.",320117
1671,"Symplified Technologies, LLC",270083
1672,megaWI,330048
1674,Northeast Rural Services,330055
1681,3rd Coast Internet,330080
1683,"Ripflo Network, LLC",310060
1688,"Clarity Telecom, LLC",310023
1690,"Prairie Hills Wireless, LLC",320075
1699,"Access Media Holdings, LLC",190008
1702,Hooper Telephone Company,131461
1706,"Nevill Holdings, Inc.",130123
1707,Phillips County Telephone Company,131034
1718,Nysys Wireless LLC,240074
1721,SMILING J LLC,290092
1738,LV.Net,290065
1,DRAKE ENTERPRISES LTD,290040
3,"Netlive Networks, LLC",340050
8,None,290123
12,LTC Holding Co Inc,130762
21,InfoStructure Inc,130648
23,"Excel.Net,Inc.",270038
25,"ATV Holdings, LLC",350012
38,"Adams CATV, Inc.",190013
53,Palmetto Rural Telephone Cooperative,131005
54,"Pend Oreille Valley Networks, Inc.",340058
56,"Central Oklahoma Telephone Co., LLC",130226
57,NEMONT TELEPHONE COOPERATIVE INC,130890
59,"Pioneer Telephone Cooperative, Inc.",131045
60,BROKEN BOW TV CABLE,130168
61,"Service Electric Television, Inc.",330002
64,Stratos,310095
66,LightSpeed,310095
67,"Arx Technologies, LLC",350011
69,Superior iNET,210095
73,Seymour Channels Satellite,350087
75,Hiawatha Broadband Communications Inc.,130606
79,Hancock Telephone Company,131337
88,none,310010
94,ATN International,130081
101,PrineTime Internet Solutions,330059
105,Karban TV Systems Inc,240051
107,"Armstrong Holdings, Inc",130071
112,Tele Systems Services,290100
113,Citizens Telephone Cooperative,130267
119,Advanced Wireless,350005
121,Sister Lakes Cable TV,250069
126,"GOCO Wireless, Inc.",350045
128,"KNR Wireless, LLC.",350139
134,"CuraTel, LLC",190014
138,Royces Electronics,300132
140,"North Georgia Network Cooperative, Inc.",310054
144,ASTCA,350009
151,Public Service Communications,131076
152,"SPITwSPOTS, Inc",140084
158,FARMERS MUTUAL TELEPHONE COMPANY (MN),130494
163,CITIZENS TELEPHONE CORP,130268
165,Haefele TV Inc,190181
167,Co-Mo Comm Inc,280017
169,Resonance Broadband LLC,250099
173,"Full Channel, inc",130520
175,"CynergyComm.net, Inc",330020
179,"B & B Communications, LTD",320013
183,BTC Broadband,130130
187,Champaign Telephone,131329
188,The Champlain Telephone Company,131329
189,Tularosa Basin Telephone Co.,131383
190,Sail Internet,340066
192,Bagley Public Utilities,300015
196,Hickory Utility Services,130609
198,"Tote Holdings, LLC",130315
201,"EBTX Wireless, LLC",350039
202,Simply Cyber Inc,350089
211,Consolidated Communications Inc,130335
220,COLI Inc,130309
223,"Five Area Telephone Cooperative, Inc",130502
225,"Blue River Networks, Inc.",310014
230,"Zito Media, L.P.",160157
235,Centex Web Access,350021
237,"Advantenon, Inc.",350006
242,Grundy Center Municipal,190180
246,"Lake Region Technology and Communications, LLC",290061
258,"JED Enterprises, Inc",130674
263,Southwestern Wireless,270078
266,Fairpoint Communications,130471
268,Mechcom Dot Net LLC,340096
272,"TelAtlantic, Inc",131303
273,North Central Kansas Community Network,350071
276,Cimarron Telephone Company,130794
277,"Spectracomm, Inc.",130070
281,Westelcom Network Inc,131469
288,"Internet Service, LLC",320055
295,"Harlan Community Television, Inc.",190182
302,Fenton Cooperative Company,130495
304,Select...,180064
312,Wireless Etc.,210092
322,"Ayacht Technology Solutions, LLC",330008
333,Southern Vermon Cable Co.,190337
336,Succeed.net,260052
337,Hardy Telecommunications,130588
339,Ansteorra Inc,130061
347,SylverNet,340071
357,BlueBit Networks LLC,350017
364,Crown Point Telephone,130369
365,Stowe Communications LLC,240090
371,Chazy & Westport Telephone Corp,130238
384,Delta Telecom Inc,190118
389,Community Internet Service,130325
400,Futurum Communications Corp,190166
406,"PTI Pacifica, Inc.",220001
407,"LaHarpe Telephone Company, Inc. (IL)",330086
408,Decatur Holding Co.,130395
415,"Skynet Country, LLC",340068
416,Farmers Mutual Telephone Company-Jesup,130483
425,"Service Electric Cable T.V., Inc.",140080
437,La port City Telephone Company,170062
452,"Ohio Telecom, Inc.",340053
460,"IsoFusion, Inc.",220031
465,MicroTek,300090
467,NA,131408
470,American Broadband Acquisition Corp.,131226
471,"Leaco Rural Telephone Cooperative, Inc",130728
477,"Coon Valley Cooperative Telephone Association, Inc.",130345
479,Nelson County Cablevision Corp,240064
502,"LaHarpe Telephone Company, Inc. (KS)",130711
505,"Wysper, LLC",340087
523,"Single Digits, Inc",350090
527,"Radiate Holdings, LP",130079
529,"Craigville Telephone Company, Inc",130363
539,"VALLEYNET, INC",320100
541,Lumos Networks Corp,300191
542,"WIValley, Inc.",310083
543,Velocity Online,180061
545,New London Telephone,130986
546,"Home Telephone Company, Inc.",130617
549,Vertical Broadband LLC,340079
551,"Comporium, Inc",131125
553,"Ispeed Wireless, Inc",350057
556,"RiverStreet Management Services, LLC",131486
558,Dry Creek Internet and Communications LLC,350037
562,Central Texas Telephone Cooperative Inc,130227
565,Alta Municipal Utiliites,130046
566,TELE-PAGE Inc,290103
567,"Leap Communications, LLC",340043
571,Farmers mutual Telephone,130481
577,"Northeast Louisiana Telephone Co., Inc",130939
578,1952,300101
587,DirectLInk,270033
601,"Consolidated Communications Networks, Inc",130337
611,Direct Communications Cedar Valley,130986
619,"Resound Networks, LLC",340061
626,California Broadband Services,300199
629,"New Lisbon Telephone Company, Inc.",190289
632,Pocomoke Holdings,290018
633,Agile Networks,320004
642,McDonald County Telephone Co,130798
654,Monster Broadband Inc,350067
658,Delmarva WiFi,340019
661,Bspeedy Wireless Inc,290021
665,n/a,130034
666,"Cordova Telephone Cooperative, Inc",130352
688,Northern Skies,340052
701,Glenwood Telephone Membership Corp,130546
712,"AiroComm, LLC",340003
717,USA Communications,131404
718,"AgPro Wireless, LLC",250007
723,NITCO Holding Corp,130921
725,"Involta,LLC",320111
734,"ATN International, Inc",130081
737,"ATN International, LLC",130081
739,"Morris Broadband, LLC",200029
745,Cross Telephone Company,130366
754,"Lightspeed Networks, Inc",190227
768,"Cap Rock Telephone Cooperative, Inc",130199
772,Owensboro Municipal Utilities,190282
774,McDonough Telephone Cooperative,130799
781,Bolt Internet INC,240009
782,N/A,131257
784,"Echo IT Consulting, LLC",330023
788,"Martell Enterprises, inc",130784
794,Neptune Holding US Corp.,130370
796,"Snake River Sollutions, LLC",350092
798,Bays ET Highspeed Internet Service,350014
802,Grace Communications,350133
807,"Rasure Consulting, LLC",310085
808,XIT Rural Telephone,131512
809,Bloomingdale Telephone Company Inc,130140
811,Mon-Cre Telephone Cooperative,130851
812,"Alyrica Networks, Inc.",270011
820,"Eagle Internet Services, LLC",190341
822,The Conneaut Telephone Co,131332
823,"Ants-Technology, Inc",330006
824,Computer Dynamics,190103
826,"IdeaTek Telcom, LLC",190410
829,Killians Electronics LLC,350060
834,Clinton County Telephone,130300
853,Mid-Hudson Data Corp,240058
859,Sully Telephone Association Inc,131613
868,Voo Doo Beverage Company,330080
881,Internet provider,200070
885,"Ultimate Internet Access, Inc",340076
892,"Chibardun Telephone Cooperative, Inc",130244
893,"Windstream Holdings, Inc.",131413
902,"Ogdenm Communications, Inc.",160135
904,Fastlink Communications,340094
905,"H.I. Cable, LLC",350047
906,Waverly Utilities,350025
909,"Byhalia.net, LLC",350018
910,"Keltgen Technology, Inc.",340095
917,"Electric Lightwave Holdings, Inc.",130653
918,ABWMN,290005
923,Telecom West Inc.,350100
925,Metro Service Center,300088
927,"TVC Albany, Inc.",190381
929,"segTEL, Inc.",131174
937,Allamakee-Clayton Electric Cooperative Inc,340004
938,Net-change,210046
939,Freedom Broadband,320016
945,"ASA Networks, LLC",340090
952,City of Ocala Telecom Division,330013
955,"Sacred Wind Enterprises, Inc.",150313
960,Golden Belt Telephone,131141
964,Chester Telephone Compay,130242
970,ClearCom Inc,240021
975,Bradenburg Cellular Corp,130146
977,"Cyber Broadcasting, LLC",330090
979,Iowa Network Services,280005
985,"Coleman County Telephone Coop, Inc",130307
987,"CALIFORNIA OREGON BROADCASTING, INC.",190073
989,"Sunset Digital Communications, Inc.",340070
997,"Dobson Technologies, Inc.",130425
1004,ARK-O Holding Company,340008
1011,"Avenue Broadband Communications, LLC d/b/a NewWave Communications",170016
1012,"Telecommunications Management, LLC d/b/a NewWave Communications",131306
1013,"Ultra Communications Group, LLC d/b/a NewWave Communications",131306
1015,"UniCap, Inc",131397
1016,"Smart Way Communications, LLC",310006
1017,Acquisitions Cogeco Cable Holdings II Inc.,280001
1033,"Cornerstone Communications, LLC",190079
1036,"Manti Tele Communications Company, Inc",130778
1048,Big River Telephone LLC,130124
1050,Opelika Power Services,290028
1052,Denton Commercial Internet Inc.,350034
