HocoNum,HighSpeed,total population,FTTH population,HoldingCompanyName
340069,0,16186,112.0,"Starwire Technologies, LLC"
340070,1,47822,47822.0,"Sunset Digital Communications, Inc."
340071,0,4172,0.0,SylverNet
340076,1,523446,523446.0,"Ultimate Internet Access, Inc"
340079,0,2315,0.0,Vertical Broadband LLC
340083,1,10123,321.0,Whitewater Wideband LLC
340084,1,751,0.0,Wide Open Networks
340085,0,6949,0.0,"Winters Broadband, LLC"
340088,0,17591,0.0,"Zoom Broadband, LLC"
340089,0,16460,0.0,RoadRunner wireless
340091,0,10353,0.0,Aroostook Technologies Inc.
340093,1,9,0.0,Dillon Beach Internet Service
340094,0,6746,0.0,Fastlink Communications
340095,0,11035,0.0,"Keltgen Technology, Inc."
340096,0,108898,0.0,Mechcom Dot Net LLC
340098,0,3777889,0.0,unWired Broadband
350004,1,3473,3473.0,A1 Fiber
350005,0,8290,8169.0,Advanced Wireless
350006,0,182,0.0,"Advantenon, Inc."
350008,0,10085,0.0,Aerolink Networks
350011,0,3826,0.0,"Arx Technologies, LLC"
350012,1,15663,15324.0,"ATV Holdings, LLC"
350014,1,58522,680.0,Bays ET Highspeed Internet Service
350015,0,8216,0.0,"Belzoni Cable, LLC"
350017,0,29485,0.0,BlueBit Networks LLC
350018,0,180900,0.0,"Byhalia.net, LLC"
350019,0,205689,0.0,"CASCO Communications, Inc."
350020,0,2717,0.0,Cedar Creek Wireless
350021,0,8590,0.0,Centex Web Access
350025,1,17576,17576.0,Waverly Utilities
350030,0,156179,0.0,Corridor Wireless
350032,1,28222,28222.0,CVIN LLC
350033,0,183,178.0,"D4US, LLC"
350034,0,6725,0.0,Denton Commercial Internet Inc.
350036,0,2290,0.0,"Digital Aurora Radio Technologies, LLC"
350037,0,81,0.0,Dry Creek Internet and Communications LLC
350039,0,2533,0.0,"EBTX Wireless, LLC"
350041,0,3124,3097.0,"Enqwest, LLC"
350043,0,1892,0.0,Flatwater Wireless
350045,0,318,0.0,"GOCO Wireless, Inc."
350046,0,6473,0.0,Grand Avenue Broadband
350047,0,56665,0.0,"H.I. Cable, LLC"
350048,1,31539,0.0,Hammer Fiber Optic Investments Ltd.
350051,0,272237,0.0,"iGo Technology, Inc."
350055,1,5699,0.0,"Invisalink Wireless Missouri, Inc."
350058,0,10180,0.0,"Jenco Wireless, LLC"
350060,0,71566,0.0,Killians Electronics LLC
350063,0,99223,0.0,Media Net Wifi
350064,0,682,0.0,Mid MO Micro Computers
350067,0,221305,171.0,Monster Broadband Inc
350068,0,78967,0.0,"MR Systems Wireless, LLC"
350069,0,116118,0.0,NCI Datacom
350070,0,82590,0.0,"Net Liquidations, Inc."
350071,0,1258,0.0,North Central Kansas Community Network
350072,0,7018,0.0,North Coast Internet
350073,0,49284,0.0,"NuWave Technology, Inc."
350076,1,4787,4787.0,"PowerComm Broadband, LLC"
350078,0,93526,0.0,RAA Data
350079,0,5076,0.0,RainWare LLC
350080,0,153659,0.0,Ranch WiFi LLC
350081,1,563,0.0,River Valley Internet
350082,1,11080,11080.0,Rocket Fiber LLC
350085,1,96508,92989.0,"Seaport/CWB iTV-3 Holdco, LLC"
350087,0,2962,0.0,Seymour Channels Satellite
350088,0,144148,0.0,Shelby Electric Cooperative Inc
350089,0,13792,0.0,Simply Cyber Inc
350091,1,133533,554.0,"Skyrunner, Inc."
350093,0,605793,0.0,SOS Communications LLC
350094,0,54452,0.0,South Valley Internet
350095,0,1593991,0.0,Southern California Telephone Co
350099,1,7369,0.0,"Taneynet Broadband, Inc."
350100,0,2654,0.0,Telecom West Inc.
350104,0,1060,0.0,TRANSWAVE
350105,1,37355,0.0,"Triad Wireless, LLC"
350106,1,2772,1698.0,"Tri-Co Technologies, LLC"
350110,0,245279,0.0,"Velocity Communications, Inc."
350111,0,10713,16.0,Verona Networks LLC
350117,0,16432,0.0,"Wireless Internet Services, Inc."
350118,0,3621,0.0,"Workable Programs & Systems, Inc."
350120,0,15547,0.0,Xtreme Enterprises LLC
350123,1,186435,0.0,Blue Stream
350128,0,1453,0.0,"CNSP, Internet, dba NMSURF"
350129,1,2403,0.0,"Apps Communications, Inc."
350131,1,4261,0.0,"AiroNet, LLC"
350132,0,40804,0.0,"Common Networks, Inc."
350133,0,3610,0.0,Grace Communications
350134,0,564,0.0,AVISP
350140,0,3127,0.0,"Northern Nevada High Speed, LLC"
350200,0,1037,0.0,Wifi Squared LLV
360002,0,13674,0.0,"ABG Wireless, LLC"
360005,0,372,372.0,"B&B Communications, LLC"
360006,1,13435,13435.0,"Bandera Electric Cooperative, Inc."
360007,1,4143,4143.0,Barry Electric Cooperative
360008,1,1001,0.0,Beyond Media Inc.
360009,1,70891,70891.0,"BG Networking, LLC"
360010,0,107695,0.0,Blue Pulse Networks LLC
360011,0,22962,0.0,Blue Zoom Inc.
360012,0,2595,0.0,"Breeze Broadband Communications, Inc."
360013,0,9274,0.0,Cajun Broadband Inc.
360014,1,68358,68358.0,"CarolinaConnect Cooperative, Inc."
360018,0,5079,0.0,Click Computers Inc.
360021,0,746,0.0,Cyber Protection Group LLC
360022,0,30967,0.0,"Desert iNET, LLC"
360025,0,50609,0.0,EagleZip.com LLC
360029,1,10939,10939.0,Erwin Utilities
360030,1,6032943,0.0,"Etheric Networks, Inc."
360032,0,102083,0.0,Georgia Highspeed Country Internet
360033,0,99,0.0,Gifford Wireless Inc.
360038,0,6902,0.0,"High Rapid Networks, LLC"
360043,1,12415,0.0,Invisalink Wireless Enterprises LLC
360044,0,2032,0.0,iSpeed Internet LLC
360048,1,5014,0.0,Kix Internet
360049,0,68674,0.0,"Local TV & Electronics, Inc."
360052,1,22584,22584.0,Maquoketa Valley Rural Electric Cooperative
360055,1,62544,62544.0,Morristown Utility Commission
360056,0,21292,0.0,Necto Inc.
360061,0,13994,0.0,"One Ring Networks, Inc."
360064,1,5403,0.0,OptimERA Inc.
360065,1,62753,62753.0,"Ozarks Electric Cooperative, Inc."
360068,1,22862,11811.0,"Pioneer Wireless, Inc."
360069,0,2493,2493.0,Prince George Electric Cooperative
360071,0,625,0.0,Rocket Connect
360073,0,1414,0.0,"Scott Technologies & Telecom, Inc."
360075,0,4945,0.0,St. Maries Gazette Record
360077,0,3523,0.0,StraightUpNet LLC
360078,0,640,0.0,Stream It Networks LLC
360080,0,507,0.0,"Tarkus Enterprises, LLC"
360085,0,130604,0.0,"Texoma Communications, LLC"
360086,1,859,0.0,"theWISP.net, Inc."
360087,1,59675,59675.0,"Ting, Inc."
360089,0,69736,0.0,"Tower Net Communications, Inc."
360090,0,715,0.0,Town of Warwick
360092,0,52,0.0,"Two Tin Cans, LLC"
360093,1,8065,0.0,Unggoy Broadband LLC
360094,1,38874,2597.0,"Valley Communications Association, LLC"
360097,0,9,0.0,Wells Community Internet Project
360100,0,2813,0.0,Zetalink LP
360101,1,9721,0.0,"Apps Communications, Inc."
360103,0,19715,16279.0,"WestPAnet, Inc."
360104,1,5565,0.0,"Ethoplex, LLC"
360105,1,709118,0.0,"CNSP, Internet, dba NMSURF"
360106,0,20185,4758.0,LakeNet LLC
360109,1,15543,0.0,Iroute Inc DBA 12Global.com
360111,1,703,165.0,Greenfield Community Energy & Technology (GCET)
360113,1,1298,0.0,"Smiling J, LLC"
360114,0,9991,0.0,Union Holding Corp.
360115,0,3200,0.0,AIRCELL INC
360116,0,2495,0.0,Emerald Cable
360118,0,3367,0.0,"Good Connections, LLC"
360119,0,71,0.0,Hankins Information Technology
360122,0,4863,0.0,Cameron McCurday
360123,0,183,0.0,Pueblo of Laguna
360124,0,4833,1906.0,Red Spectrum Communications LLC
360125,1,146929,0.0,"Redzone Wireless, LLC"
360128,1,8929,0.0,Net Vision Communications LLC
360132,0,9201,0.0,"Big Sky Internet, Inc."
360134,1,90059,2099.0,Fybercom
370001,0,177,0.0,"325 Internet, LLC"
370003,1,13534,0.0,"432 Internet, LLC"
370004,0,10,0.0,"600Amps Internet Services, Inc."
370005,0,502,0.0,A.C.T.S LLC
370007,0,1711,0.0,Aeron Wireless
370008,0,5037,0.0,Affinity Technology Solutions LLC
370009,0,111745,0.0,"Aire Communications Group, Inc."
370011,0,1535,0.0,Anterior Communications LLC
370012,0,89,0.0,Azure Standard
370015,0,0,0.0,Bay Country Communications
370016,0,8154,0.0,"BDA Wireless, LLC"
370017,1,10383,116.0,Black Mesa Wireless LLC
370019,0,96413,0.0,BTWI
370020,0,163646,0.0,Media 3
370022,0,257,0.0,"Central Nevada AC-DC Electric, Inc"
370023,0,163,0.0,Central Park Systems Corporation
370026,0,28807,0.0,City Wireless
370027,0,2251,2251.0,"CompassMSP, LLC"
370028,1,50060,13783.0,"Consolidated Smart Broadband Systems, LLC"
370029,0,1054,1054.0,"Continental Divide Electric Cooperative, Inc."
370032,1,28765,28765.0,Delta Montrose Electric Association
370034,1,3219,0.0,Echo Broadband
370035,0,7,0.0,"Engineer Austin, LLC"
370037,1,10551,3549.0,"Falcon Broadband, Inc."
370038,1,2281,0.0,Falcon Interent
370039,0,1521,0.0,"Florida WiFi, LLC"
370044,0,72,0.0,HCWireless
370048,0,7269,0.0,Hillcom Inc
370050,1,10559,10559.0,Holland Board of Public Works
370062,0,181033,0.0,"Isotech, Inc"
370063,0,19342,0.0,ISP Management Inc.
370066,0,356,0.0,Lavalink
370067,0,1758,0.0,"Locl-Net, Inc."
370068,1,18042,13898.0,"MCC Network Services, LLC"
370069,1,803,481.0,Megawatt Communications LLC
370071,0,180,0.0,"Native Network, Inc."
370073,0,1793,0.0,NET NV LLC
370074,1,35424,35424.0,NetSpeed LLC
370075,0,6625,0.0,Newarknet
370079,0,1591509,0.0,"Nuvision Solutions, LLC."
370081,0,567021,0.0,"Omnipoint Technology, Inc."
370082,0,22979,119.0,Pacific Lightwave Inc.
370088,1,603746,37215.0,PocketiNet Communications Inc.
370089,0,39672,0.0,"Point Broadband, LLC"
370090,1,5577,5577.0,Premier Satellite
370099,0,3857,0.0,"Roll Call Security & Communications, LLC"
370102,0,948,0.0,SIFIBE
370106,0,3932,0.0,Softworx Incorporated
370108,1,9028,9028.0,"South Central Communications, Inc."
370110,1,5251,1554.0,Stealth Broadband
370115,1,12534,0.0,TCC Networks Inc
370121,0,3431,0.0,TellerWifi LLC
370125,0,69713,0.0,Texanet Partners LLC
370127,1,18571,18571.0,Tullahoma Utilities Authority
370128,1,2444,2444.0,TUTTLE DEVELOPMENT AUTHORITY
370129,1,1184,1184.0,Union City Electric System
370130,1,1997,223.0,"United Datacom Networks, Inc"
370132,0,927,0.0,Upnetwi Llc
370138,0,1781,0.0,Warp Networks Inc.
370139,0,11287,0.0,"Warp2, inc"
370141,1,14090,0.0,"Wi-Fiber, Inc."
370142,0,21713,0.0,"Wifinity, LLC"
370145,0,218,0.0,"XGNET, LLC"
370146,0,7,0.0,"X-Tech, LLC"
370150,0,12386,0.0,"West Alabama TV Cable Co, Inc"
370151,1,8286,0.0,Aeronet Wireless Broadband LLC
370155,0,304,0.0,Midstate Broadband
370156,0,6070,0.0,Aaris
370157,0,3426,0.0,"Mountain iNet, Inc."
370158,1,3970,487.0,Bluestem
370160,0,6855,0.0,Smith Internet Solutions
370161,0,5676,0.0,WIFIRUS
370162,1,5691,3440.0,"San Luis Valley Rural Electric Cooperative,Inc."
370163,0,16263,0.0,Mitec
380002,0,142,0.0,5D Networks LLC
380003,0,1472,0.0,Acadiana Wireless LLC
380012,0,89,0.0,"Andrena, Inc."
380013,1,6054,6054.0,"Anza Electric Cooperative, Inc."
380014,0,618,0.0,"Ascent Broadband, LLC"
380015,0,230,0.0,Aurora Cable TV CO
380016,1,16873,16873.0,BARC Electric Cooperative
380020,0,17522,0.0,Bradford Broadband LLC
380028,0,3152,0.0,Cobalt Ridge LLC
380030,0,5,0.0,Community Broadband Company
380031,0,28188,0.0,Community Internet Providers LLC
380034,1,1486,1486.0,"Consolidated Electric Cooperative, Inc."
380038,0,639,0.0,ENCO Electronic System LLC
380039,0,4887,0.0,"Esparto Broadband, Inc."
380040,1,7596,2664.0,Fast Forward Broadband LLC
380042,0,1236,0.0,Fireball Wireless LLC
380045,1,2865,2865.0,French Broad Electric Membership Corporation
380047,0,108141,0.0,Genesis Technology Communications LLC
380048,0,164,0.0,"Gigabeam, LLC"
380049,0,14,0.0,GigaLinx Communications LLC.
380051,0,124915,0.0,"Grizzly Broadband, LLC"
380052,0,0,0.0,Groot Internet
380053,0,277,0.0,Hidden Valley Broadband
380054,0,14683,0.0,HofNet
380055,0,2085,0.0,"Honeyberry Hill Consulting, LLC"
380059,1,813,813.0,Jackson County REMC
380061,0,1026,0.0,Johnco PTP LLC
380062,1,777,0.0,"JORP, LLC"
380063,0,28892,0.0,JTN Communications
380064,0,326763,0.0,"KC Web, Inc."
380065,0,1281,0.0,KGI Communications LLC
380066,0,12235,0.0,KLW Communications Inc.
380069,0,697,0.0,Liberty Broadband LLC
380070,1,224,224.0,"LightGig Communications, LLC"
380071,0,152,0.0,Linxus Internet
380072,0,1072,0.0,"LR Communications, Inc."
380073,0,135,0.0,Madison Gigabit Internet
380075,0,762,762.0,MARSHALL COUNTY FIBER LLC
380077,0,1684,0.0,MEL AeroFlight
380078,0,601,0.0,Midwest Connections
380079,0,933,0.0,"Mike Gunther Industries, Inc"
380080,1,1195,1195.0,Mille Lacs Energy Cooperative
380081,0,2101,0.0,"Mimbres Communications, LLC"
380083,0,64728,0.0,Mountain Broadband Networks LLC
380086,0,131,0.0,"Network Tool and Die Company, Inc."
380087,0,270,0.0,"Networx Technologies, LLC"
380089,1,7813,7813.0,"Next, powered by NAEC, LLC"
380090,0,8040,0.0,Next-Level Technology Partners
380091,0,15483,0.0,Nextwave Wireless LLC
380093,1,22332,22332.0,North Alabama Electric Cooperative
380095,0,1377520,0.0,"On-Ramp Indiana, Inc."
380097,0,304,0.0,Pacific Independent Technology Alliance LLC
380098,0,160060,0.0,Palomar Broadband
380099,1,28291,4702.0,Paragould Light & Water Commission
380100,0,14310,0.0,"Phoenix Broadband, LLC"
380104,1,63,0.0,Rarity Solutions
380107,0,80393,0.0,Ridgewood Holdings LLC DBA Net 3 isp
380109,0,17996,0.0,"Rising Wireless, Inc."
380110,0,1336,0.0,Roanoke Electric Membership Corp.
380111,0,25801,0.0,RT21.NET
380112,1,49612,0.0,"Seaport Capital/Countrywide Broadband, LLC"
380113,0,5234,0.0,Sho-Me Technologies
380117,1,9904,2022.0,Snake River Solutions LLC
380118,1,14419,854.0,"South Central Tower Co, LLC"
380119,0,373,0.0,"Southern Internet, Inc."
380120,0,2164,0.0,"Southern Network Services, L.L.C."
380121,0,320,0.0,Spillway Communications Inc
380124,0,171805,0.0,Sureline Broadband LLC
380129,0,404,0.0,"Technically Awesome, LLC"
380132,0,11385,0.0,The Peoples State Bank
380138,0,67297,0.0,Veopoint
380139,0,9,0.0,Verde Valley Internet
380146,0,15631,0.0,W S Electronics LLC
380148,0,14757,0.0,"WHEELER BROTHERS GRAIN CO., INC"
380149,0,4350,0.0,"WiFires Communications, LLC"
380150,0,25973,0.0,WiSpan Internet LLC
380151,1,391711,391711.0,Yomura Fiber Holdings Inc
380153,0,2662,0.0,"Zion Broadband, Inc."
380155,0,89569,0.0,Freund Enterprises Inc.
380157,0,687550,0.0,Atlas Broadband
380158,0,950720,0.0,"Ayera Technologies, Inc."
380159,0,1792,293.0,"xBar7 Communications, LLC"
380161,0,423,0.0,B.J. Ash
380162,0,510,0.0,"Lake Country Internet, LLC"
380163,0,72,0.0,winet
380164,0,1976,0.0,blue ridge internet service company
380166,0,169510,0.0,"Stratos Networks, LLC"
380167,0,36859,0.0,"Net Ops Communications, LLC"
